"","year","season","trawler_hours","sst_min","sst_max","sst_mean","sst_std","chl_min","chl_max","chl_mean","chl_std"
"1",2016,"s1",55946.4099608064,23.9810989010989,26.8024175824176,25.8511932097753,0.844468408154111,0.3912533223629,11.4881420135498,1.59241724012637,1.68051917462725
"2",2017,"s1",49986.1343027949,26.1383333333333,27.5638888888889,26.7941824212272,0.439144847880546,0.343463957309723,12.611216545105,1.24642151405613,1.27225806261175
"3",2018,"s1",54946.8601211309,24.2902222222222,26.4761111111111,25.5889220563847,0.633160523262993,0.210417747497559,9.81305408477783,1.01894168158676,1.19416015768454
"4",2019,"s1",90938.4924619794,25.415,27.687,26.5680298507463,0.724477659412027,0.312153667211533,14.5365209579468,1.45704037451071,1.55653678541165
"5",2020,"s1",58960.1596933603,23.8616483516484,26.54,25.3685099229129,0.859464861870904,0.270244896411896,10.7376585006714,1.22204955719488,1.10232363421436
"6",2021,"s1",86433.2717666626,25.4425555555556,27.3508888888889,26.4649320066335,0.558868349906934,0.219847232103348,11.6585512161255,1.52629966182546,1.83396586299442
"7",2022,"s1",62749.3230074644,23.3395555555556,26.9265555555556,25.5919751243781,1.05940660298083,0.1664,27.6612,1.14598953085906,1.16712553318072
"8",2023,"s1",48218.8553234935,24.5547777777778,26.9856666666667,25.938600331675,0.775279115947609,0.0032,28.2730666666667,1.46810617626186,1.80100725458739
"9",2016,"s2",18614.0368254185,19.4096703296703,21.3750549450549,20.3883959324258,0.602958210568385,1.29052400588989,21.3178825378418,4.80147556116348,2.30697789542464
"10",2017,"s2",18005.7515090704,20.9634065934066,22.9995604395604,22.1599335738888,0.591472045914477,0.534478008747101,28.4549236297607,2.4040297890356,2.66744771752356
"11",2018,"s2",21277.0697990656,21.9204395604396,23.6206593406593,22.7883106445793,0.484688389944225,0.439344137907028,8.89774036407471,1.71495692170216,1.20178353911466
"12",2019,"s2",61288.1689770222,22.4974725274725,23.8171428571429,23.1853222896506,0.337379971421497,0.570748507976532,15.973690032959,2.26144447514073,2.03517828901874
"13",2020,"s2",10081.0958274603,20.6796703296703,22.9176923076923,21.7197498769887,0.686037401520235,0.438406050205231,5.78726768493652,1.49858609272773,0.922341392729341
"14",2021,"s2",20295.444173038,21.4589010989011,23.2479120879121,22.3681048056421,0.530001468137429,0.507606327533722,7.79568386077881,1.68815034457662,1.25278832187805
"15",2022,"s2",9511.02415555716,20.0084615384615,22.0516483516483,21.0162612760374,0.610001429952143,0.906438095238095,20.3344,2.44350863854163,1.27672499749961
"16",2023,"s2",56797.9852867126,22.1798901098901,23.5995604395604,22.8364006888634,0.42000740009991,0.443862068965517,22.7768,1.75860198601977,1.45551367027851
"17",2016,"s3",29148.8225083351,15.7554347826087,18.4182608695652,17.3950551589877,0.722862077937813,2.86178874969482,19.6663417816162,7.35562485801314,2.33990977566483
"18",2017,"s3",62793.6182875633,18.7094565217391,20.7277173913043,19.9378285204413,0.573773943344074,0.520893454551697,15.6844253540039,1.7406594525298,1.12671355449878
"19",2018,"s3",50020.9835944176,16.9034782608696,18.7130434782609,17.8480085983128,0.598851864115458,0.926954388618469,9.17772388458252,2.9031090600752,1.23928459001044
"20",2019,"s3",48186.6684519649,17.0301086956522,19.3523913043478,18.0017967229072,0.69142129635881,1.04655146598816,6.57435131072998,2.61953434632602,1.11717588900567
"21",2020,"s3",46571.0624806881,17.1101086956522,19.8426086956522,18.6111267034393,0.821293644795147,0.608114838600159,7.28692531585693,2.16143944721554,1.01583176923237
"22",2021,"s3",42858.730248332,17.1082608695652,19.3226086956522,18.2211591499027,0.675960028373352,0.380399197340012,5.29680109024048,1.54971423175125,1.02461510927119
"23",2022,"s3",26565.0143041611,16.7634782608696,19.1163043478261,18.0882941271901,0.665445590094443,0.767893333333333,16.73424,2.23122767148629,1.24211132114014
"24",2023,"s3",67176.2816646099,17.7040217391304,20.2471739130435,18.9855175210902,0.739592565827346,0.537236363636364,12.7936,1.93842716180595,1.33521308192615
"25",2016,"s4",27567.0453505516,21.019010989011,22.7910989010989,21.8554936854191,0.576511225853432,0.753493547439575,12.6440906524658,2.08766980391503,1.29958692367808
"26",2017,"s4",95064.0787503719,20.8045054945055,23.6064835164835,22.1848261440052,0.896206155744849,0.293574422597885,7.97801780700684,1.32886000356221,0.9719033723549
"27",2018,"s4",82314.3533506393,21.4668131868132,23.8531868131868,23.0368681318681,0.727472134914136,0.292012214660645,9.48777103424072,1.47804249094527,1.15708073665956
"28",2019,"s4",68250.0108103752,20.6847252747253,23.471978021978,22.2819419386584,0.922724764800518,0.390393197536469,12.2945947647095,1.82152040692056,1.30620498851146
"29",2020,"s4",114895.824161828,21.3047252747253,23.6449450549451,22.7476619649008,0.677899072293727,0.238340809941292,7.38531303405762,1.13941624747821,0.967913959701435
"30",2021,"s4",92038.9390802383,20.8651648351648,23.3989010989011,22.5837526652452,0.768192891557843,0.186653420329094,7.20264434814453,1.28053530593791,1.16674521302413
"31",2022,"s4",57052.4769206047,20.6045054945055,23.1805494505495,22.124366901755,0.752917624101722,0.1056,20.8501333333333,1.24877509978787,1.17298174316591
"32",2023,"s4",87473.2135717869,20.503956043956,23.581978021978,22.2092643923241,0.967786670655237,0.2352,28.2208,1.69363746330278,1.55171034300398
